title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
LEAD PELLETS (W8482-178645/001/DMARP4),PW-16-00756126,W8482-178645/A,W8482-178645/001/DMARP4,Active,2017-02-22,2017-02-23,N2040 - Marine Hardware and Hull Items,,Open,"Joost, Jeremy 819-939-3673 455 Boulevard de la Carriere Gatineau  QC J8Y 6R5 CA","Dibblee Tools Ltd Pointe-Claire, Quebec",,
"BERTH, SHIPBOARD (W8482-178693/001/DMARP4)",PW-16-00756141,W8482-178693/A,W8482-178693/001/DMARP4,Active,2017-02-22,2017-02-23,N2090 - Ship and Marine Miscellaneous Equipment,,Open,"Joost, Jeremy 819-939-3673 455 Boulevard de la Carriere Gatineau  QC J8Y 6R5 CA","Joiner Systems Montreal, Quebec",,
"Filter Element, Intake Air Cleaner (W8482-178697A/001/DMARP4)",PW-16-00755488,W8482-178697/A,W8482-178697A/001/DMARP4,Active,2017-02-24,2017-02-27,"N2940 - Engine Air and Oil Filters, Strainers and Cleaners, Non-Aircraft",,Open,"Lagace, Peter Peter.Lagace@forces.gc.ca 101 Colonel By Dr Ottawa, ON  K1A 0K2","Simex Defence Pointe-Claire, QC",,
Psychological services (21301-17-2460097),PW-16-00760272,21301-17-2460097,21301-17-2460097,Active,2017-02-27,2017-02-28,G009G - Health and Welfare Services,,Open,"Fournier, Vincent 450-661-9550 ext 3298 250, Montée Saint-François Laval  QC H7C 1S5 CA",Le Matou Serrurier inc.,,
"Suspenders, Duty Belt (M0077-16-J606 / 7218963)",PW-16-00759643,M0077-16-J606/A,M0077-16-J606 / 7218963,Active,2017-02-28,2017-03-01,"N8440 - Hosiery, Handwear and Clothing Accessories, Men's, N8445 - Hosiery, Handwear and Clothing Accessories, Women's",,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","2415779 Ontario Inc. dba Miltex Solutions Canada 35 Wilson Avenue Belleville, Ontario K8P 1R7",,
Elder Services (21206-17-2505764),PW-17-00768034,21206-17-2505764,21206-17-2505764,Active,2017-03-01,2017-03-02,G103B - Social Rehabilitation Services for Prisoners,,Open,"Blanchet, Danielle 506-851-6970 1045 Main Street, 2nd Floor Moncton  NB E1C 1H1 CA",Ray Solomon  73 Damien Street Moncton NB E1A 7T2,,
Elder Serices (21206-17-2504439),PW-17-00768032,21206-17-2504439,21206-17-2504439,Active,2017-03-01,2017-03-03,G103B - Social Rehabilitation Services for Prisoners,,Open,"Blanchet, Danielle 506-851-6970 1045 Main Street, 2nd floor Moncton  NB E1C 1H1 CA",Toby Condo  58 Marshall's Lane Millbrook NS   B2N 6N5,,
Mice for Statistics Canada (2BH652774),PW-17-00768168,2BH652774/A,2BH652774,Active,2017-02-27,2017-03-07,"N7010 - Automatic Data Processing Equipment, System Configuration",,Open,"Connolly, Jeff 613-410-1757 180 Kent Ottawa  ON K1G 4A8 CA","Northern Micro Inc. 3155 Swansea Cres. Ottawa, ON K1G 3J3",,
"Trousers, Blue, Officer's (M0077-16-J611 / 7216426)",PW-16-00743729,M0077-16-J611,M0077-16-J611 / 7216426,Active,2016-11-09,2017-03-09,"N8405L - Jackets/Trousers/Coveralls/Slacks/Shorts, N8405LFA - Trousers, Slacks, Shorts, Work, Excluding Athletic or Undershorts",,Open,"Perron, Steve 613-843-3818 73 Leikin Drive M1-4-901 mailstop 15 Ottawa  ON K1A 0R2 CA","Ballin Inc. 2100 Avenue Union Saint Césaire, QC J0L 1T0",,
BAG DIVING EQUIPMENT (W84858-174053),PW-17-00764370,W8485-174053/A,W84858-174053,Active,2017-03-07,2017-03-13,N4220 - Marine Life Saving and Diving Equipment,,Limited,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Miltex Solutions Canada 2415779 Ontario Inc. 35 Wilson Ave. Belleville, ON K8P 1R7",,
Invitation to Qualify for Audio & Web Conferencing (AWC) Services (10050751/A),PW-17-00762356,10050751/A,10050751/A,Active,2017-01-31,2017-03-14,"D399BD - Telecommunications - Video Conferencing, D316B - Telecommunications Network Services, D399B - Telecommunications - Voice Service, D399BE - Telecommunications - Voice Messaging",,Open,"Godin, Charles Charles.Godin@Canada.ca 613-854-9513 180 kent street Ottawa  ON K1P 0B6 CA","Pour connaître les  différents Répondants Qualifiés (RQ), veuillez voir la liste ci-dessous.  There are various Qualified Respondents (QRs), please see description below.",,
Supplemental Light Weight Stretcher-SLWS (W8485-173905),PW-16-00755967,W8485-173905,W8485-173905,Active,2017-03-15,2017-03-16,N6530LB - LITTER/STRETCHER,,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Rampart International Corp. 2574 Sheffield Rd. Ottawa, ON.  K1B 3V7",,
"Cable, Special Purpose, Electrical (W8482-178738A/001/DMARP4)",PW-16-00759379,W8482-178738/A,W8482-178738A/001/DMARP4,Active,2017-03-13,2017-03-16,"N6145 - Wire and Cable, Electrical",,Open,"Lagace, Peter Peter.Lagace@forces.gc.ca 101 Colonel By Dr Ottawa, ON  K1A 0K2","Cleeve Technology Inc. Oshawa, ON",,
Risk Management Specialist - Level 3 (05005-16-0323),PW-16-00751551,ECBR-RFP-16-0323,05005-16-0323,Active,2016-12-12,2017-03-21,"D302A - Informatics Professional Services, R019BF - Human Resource Services, Business Consulting/Change Management; Project Management Services",,Open,"Robertson, Barbara 819-939-1493 30 Victoria Street Gatineau  QC K1A 0M6 CA",2Keys Corporation,,
Facilitation Services (05005-16-0005),PW-16-00738352,ECBR-RFSO-16-0005,05005-16-0005,Active,2016-09-20,2017-03-21,T004P - Meeting Facilitator Services,,Open,"Robertson, Barbara 819-939-1493 30 Victoria Street Gatineau  QC K1A 0M6 CA",Intersol Group Ltd.,,
OXYGEN EQUIPMENT SPARES (W8485-173895),PW-16-00761875,W8485-173895,W8485-173895,Active,2017-03-06,2017-03-27,"N1730 - Aircraft Ground Servicing Equipment, N4820 - Valves, Nonpowered",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Blue Aerospace 6211 N. Nob Hill Rd. Tamarac, Florida 33321 United States",,
Cancelled (W8482-178661/001/DMARP4),PW-17-00765772,W8482-178661/A,W8482-178661/001/DMARP4,Cancelled,2017-03-22,2017-04-12,"N4810 - Valves, Powered",,Open,"Mcclellan, Devin devin.mcclellan@forces.gc.ca DMARP 4-3-3-10 101 Colonel By Ottawa ON K1A 0K2 CA",KAYCOM INC. 193 Brunswick Blvd Pointe-Claire QC H9R 5N2 Canada,,
"HOSE ASSEMBLY, NONMETALLIC (W8482-178666/001/DMARP4)",PW-17-00765354,W8482-178666/A,W8482-178666/001/DMARP4,Active,2017-03-17,2017-04-12,N4210 - Fire Fighting Equipment,,Open,"Mcclellan, Devin devin.mcclellan@forces.gc.ca DMARP 4-3-3-10 101 Colonel By Ottawa ON K1A 0K2 CA","Unisource Technology Inc 9010 Ryan Ave, H9P 2M8 Montreal, QC Canada",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700622),PW-17-00776154,256 Stream 4,P1700622,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Morneau Shepell Ltd. 800 Square – Victoria Suite 4000, PO Box 211 Montréal, Québec H4Z 0A4",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700621),PW-17-00776153,256 Stream 4,P1700621,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","KPMG LLP  160 Elgin Street Suite 2000 Ottawa, ON, Canada K2P 2P8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700620),PW-17-00776148,256 Stream 4,P1700620,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","PricewaterhouseCoopers LLP  99 Bank Street Suite 800 Ottawa, ON, Canada K1P 1E4",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700619),PW-17-00776147,256 Stream 4,P1700619,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Ernst & Young LLP  99 Bank Street Suite 1200 Ottawa, ON, K1P 6B9",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700618),PW-17-00776146,256 Stream 4,P1700618,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Deloitte LLP  100 Queen Street Suite 1600 Ottawa, ON, Canada K1P 5T8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700651),PW-17-00776145,256 Stream 3,P1700651,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Ernst & Young LLP  99 Bank Street Suite 1200 Ottawa, ON, K1P 6B9",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700650),PW-17-00776144,256 Stream 3,P1700650,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","KPMG LLP  160 Elgin Street Suite 2000 Ottawa, ON, Canada K2P 2P8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700649),PW-17-00776143,256 Stream 3,P1700649,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Deloitte LLP  100 Queen Street Suite 1600 Ottawa, ON, Canada K1P 5T8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700648),PW-17-00776142,256 Stream 3,P1700648,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","PricewaterhouseCoopers LLP  99 Bank Street Suite 800 Ottawa, ON, Canada K1P 1E4",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700605),PW-17-00776141,256 Stream 2,P1700605,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","PricewaterhouseCoopers LLP  99 Bank Street Suite 800 Ottawa, ON, Canada K1P 1E4",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700604),PW-17-00776130,256 Stream 2,P1700604,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","KPMG LLP  160 Elgin Street Suite 2000 Ottawa, ON, Canada K2P 2P8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700603),PW-17-00776128,256 Stream 2,P1700603,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Deloitte LLP  100 Queen Street Suite 1600 Ottawa, ON, Canada K1P 5T8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700593),PW-17-00776127,256 Stream 1,P1700593,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","KPMG LLP  160 Elgin Street Suite 2000 Ottawa, ON, Canada K2P 2P8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700592),PW-17-00776126,256 Stream 1,P1700592,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","PricewaterhouseCoopers LLP  99 Bank Street Suite 800 Ottawa, ON, Canada K1P 1E4",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700591),PW-17-00776125,256 Stream 1,P1700591,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Raymond Chabot Grant Thornton  116 Albert Street Suite 1000 Ottawa, ON, Canada K1P 5G3",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700590),PW-17-00776124,256 Stream 1,P1700590,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Marcil Lavallée 1420, place Blair, bureau 400 Ottawa (Ontario) K1J 9L8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700589),PW-17-00776123,256 Stream 1,P1700589,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Deloitte LLP  100 Queen Street Suite 1600 Ottawa, ON, Canada K1P 5T8",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700588),PW-17-00776122,256 Stream 1,P1700588,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Samson & Associates CPA/Consulting Inc.  85 Victoria Street Gatineau, QB, Canada J8X 2A3",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700587),PW-17-00776121,256 Stream 1,P1700587,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Ernst & Young LLP  99 Bank Street Suite 1200 Ottawa, ON, K1P 6B9",,
Audit and Related Services - Request for Standing Offers #256 (“RFSO”) (P1700586),PW-16-00750714,256 Stream 1,P1700586,Active,2017-04-11,2017-04-12,"R010B - Audit Services, Not Elsewhere Specified",,Open,"Norgaard, Lars 613-952-0213 240 Sparks Street Ottawa  ON K1A 0G6 CA","Welch LLP  123 Slater Street, 3rd Floor Ottawa, ON, Canada K1P 5H2",,
"STRAINER,SEDIMENT (W8482-178756A/001/DMARP4)",PW-17-00763309,W8482-178756/A,W8482-178756A/001/DMARP4,Active,2017-04-12,2017-04-12,"N4730 - Hose, Pipe, Tube, Lubrication, and Railing Fittings",,Open,"Lagace, Peter Peter.Lagace@forces.gc.ca 101 Colonel By Dr Ottawa, ON  K1A 0K2","Simex Defence Pointe-Claire, QC",,
RFP - AV Systems Upgrade at the National Gallery of Canada (NGC109885),PW-17-00765777,NGC109885,NGC109885,Active,2017-04-13,2017-04-18,"N5835AB - Audio Players and Recorders - analog and digital, N5835H - Audio Recording Media, N6760G - STANDS, AUDIO VISUAL PROJECTORS, JI5995 - Cable, Cord, and Wire Assemblies, Communication Equipment - Installation, N6730BM - Projector, Multimedia LCD Presentation, 5169DA - Building/Installation Special Trade Services, Not Elsewhere Specified, N5965 - Headsets, Handsets, Microphones and Speakers, N5835 - Sound Recording and Reproducing Equipment",,Open,"Broom, Kathy 613-990-1995 380 Sussex Drive Ottawa  ON K1N 9N4 CA","CBCI Telecom Canada Inc. 10C – 10 Hearst Way Kanata, ON K2L 2P4",,
"Cable, Special Purpose, Electrical (W8482-178629A/001/DMARP4)",PW-17-00763034,W8482-178629/A,W8482-178629A/001/DMARP4,Active,2017-04-13,2017-04-18,"N6145 - Wire and Cable, Electrical",,Open,"Lagace, Peter Peter.Lagace@Forces.gc.ca 101 Colonel By Dr Ottawa, ON  K1A 0K2","Seacoast a Division of Polifibra Brampton, ON",,
"CYLINDER, AIR, DIVING EQUIPMENT (W8482-178691/001/DMARP4)",PW-17-00765741,W8482-178691/A,W8482-178691/001/DMARP4,Active,2017-04-13,2017-04-19,N4220 - Marine Life Saving and Diving Equipment,,Open,"Mcclellan, Devin devin.mcclellan@forces.gc.ca 101 Colonel By Drive Ottawa, ON K1A 0K2 Canada",Tulmar Safety Systems Inc 1123 Cameron St Hawkesbury ON K9A 2B8 Canada,,
"Hat, Felt (M0077-16-J623)",PW-17-00770896,M0077-16-J623,M0077-16-J623,Active,2017-04-20,2017-04-21,"N8415 - Clothing, Special Purpose",,Open,"Legault, Tabitha 613-843-6466 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Biltmore Hats 1565 Highway 66 Garland, TX, USA 75040",,
Cancelled (W8482-179454/001/DMARP4),PW-16-00759665,W8482-179454/A,W8482-179454/001/DMARP4,Cancelled,2017-04-20,2017-04-21,"N5998 - Electrical and Electronic Assemblies, Boards, Cards and Associated Hardware",,Open,"Withrow, Jessie NDHQ - 101 Colonel By Dr Ottawa, ON K1A 0K2 Canada",?,,
DISK ABRASIVE (W8485-174272),PW-17-00769724,W8485-174272/A,W8485-174272,Active,2017-04-19,2017-04-24,"N5345 - Disks and Stones, Abrasive",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Pneumatique Equipments 4175 Boul. Poirier Montreal, QC H4R 2G9",,
EXTERNAL STRAINER ASSEMBLY (W8482-171023),PW-17-00767849,W8482-171023,W8482-171023,Active,2017-04-11,2017-04-24,"N1045 - Launchers, Torpedo and Depth Charges, Unless Installed in a Vehicle, Aircraft, Ship",,Open,"Billingham, Ryan ryan.billingham@forces.gc.ca 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Babcock Integrated Technology Ltd. Ashton House, Ashton Valve Road, Bristol, UK.",,
"Gage, Differential, Dial Indicating (W8482-178746)",PW-17-00769014,W8482-178746,W8482-178746,Active,2017-04-20,2017-04-24,"N6685 - Pressure, Temperature and Humidity Measuring and Controlling Instruments",,Open,"Billingham, Ryan ryan.billingham@forces.gc.ca 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology Incorporated 9010 Ryan Avenue Montreal, Quebec H9P 2M8",,
PARTS KIT HYDRAULIC JACK (W8485-174269),PW-17-00771166,W8485-174269/A,W8485-174269,Active,2017-04-20,2017-05-03,N1730 - Aircraft Ground Servicing Equipment,,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Genaire Limited 468 Niagara Stone Rd. Unit D Niagara-on-the-Lake, ON L0S 1J0",,
"FIXTURE, AIRCRAFT MAINTENANCE (W8485-174290)",PW-17-00769791,W8485-174290/A,W8485-174290,Active,2017-04-21,2017-05-03,N4920 - Aircraft Maintenance and Repair Shop Specialized Equipment,,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology Inc. 9010 Ryan Ave. Montreal, QC H9P 2M8",,
PLATE MOUNTING (W8485-174220),PW-17-00769170,W8485-174220/A,W8485-174220,Active,2017-04-25,2017-05-04,"N5340 - Hardware, Commercial",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Unisource Technology Inc. 9010 Ryan Ave. Montreal, QC H9P 2M8",,
"ENGINE PREOILER, AIR (W8485-174123)",PW-17-00771592,W84858-174123/A,W8485-174123,Active,2017-04-27,2017-05-04,"N3040 - Power Transmission Equipment, Miscellaneous",,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Glesco Equipment Inc. P.O. Box 97 Kirkland, QC H9H 0A2",,
SAMPLER LIQUID (W84785-174124),PW-17-00771145,W8485-174124/A,W84785-174124,Active,2017-04-20,2017-05-04,N6695 - Combination and Miscellaneous Instruments,,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","Wocasa Supply Inc. 600 de Maisonneuve Blvd. W, Suite 1700 Montreal, QC H3A 3J2",,
Audiometric Screening Booths (W6369-17-A056/01),PW-17-00770562,W6369-17-A056/A,W6369-17-A056/01,Active,2017-05-03,2017-05-04,"N6515CC - BOOTHS, AUDIOMETRIC EXAMINATION",,Open,"National Defence 101 Colonel By Drive Ottawa, Ontario  K1A 0K2","Genie Audio Inc. 461 North Service Rd West, Unit B40 Oakville, Ontario  L6M 2V5",,
"LIFE PRESERVER, YOKE (W8485-174383)",PW-17-00771930,W8485-174383/A,W8485-174383,Active,2017-05-01,2017-05-05,N4220E - Life Preservers,,Open,"Mcilveen, Ralph 101 Colonel By Drive Ottawa  ON K1A 0K2 CA","DBC Marine Safety Systems Ltd. 1689 Cliveden Ave. Delta, BC V3M 6V5",,
Dental Services (51000-17-2415808-B),PW-17-00769342,51000-17-2415808-B,51000-17-2415808-B,Active,2017-05-04,2017-05-05,G009G - Health and Welfare Services,,Limited,"Chabot, Claudette 306-659-9255 3427 Faithfull Avenue Saskatoon  SK S7K 8H6 CA",Diala Chaaban Dental Corporation Winnipeg MB,,
"Gloves, Brown, Leather, Unlined, Male & Female (M0077-16-J613/7220674)",PW-17-00768411,M0077-16-J613/A,M0077-16-J613/7220674,Active,2017-05-08,2017-05-09,"N8415L - GLOVES (CLOTHING, SPECIAL PURPOSE)",,Limited,"Latendresse, Lisa 613-843-3597 73 Leikin Drive Ottawa  ON K1A 0R2 CA","Raber Glove Mfg Co. Ltd. 560 McDermot Avenue Winnipeg, Manitoba R3A 0C1",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-168252/01-GRK6),PW-16-00736110,GRK(W8482-168252/000/A),W8482-168252/01-GRK6,Active,2017-03-31,2017-05-11,N8040 - Adhesives,,Open,"Freund, Hannelore 011-49-261-98252-16 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany CDOS.Koblenz@tpsgc-pwgsc.gc.ca","Techsearch Hunters Lea, 28 Lower Spinney Warsash, Hampshire S031 9NL United Kingdom",,
SPARES FOR VICTORIA CLASS SUBMARINE (W8482-168058/01-GRK6),PW-15-00699243,GRK(W8482-168058/000/A),W8482-168058/01-GRK6,Active,2017-04-28,2017-05-11,"N4820 - Valves, Nonpowered",,Open,"Freund, Hannelore +49 261-98252-16 Public Works and Government Services Canada Mayener Strasse 87 D-56070 Koblenz, Germany CDOS.Koblenz@tpsgc-pwgsc.gc.ca","Broady Flow Control Ltd. English Street Kingston-upon-Hull, East Yorkshire HU3 2DU United Kingdom",,
