title,reference_number,solicitation_number,contract_number,publishing_status,award_date,publication_date,gsin,contract_award_procedure,tendering_procedure,customer_info,supplier_info,currency,contract_value
Vehicular Furniture and Accessories (5FUSA-13R002/001/HS),PW-$$HS-619-60329,5FUSA-13R002,5FUSA-13R002/001/HS,Active,2012-04-23,2012-04-24,N2540 - Vehicular Furniture and Accessories,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,General Kinetics Engineering Corporation 110 EAST DRIVE BRAMPTON Ontario L6T1C1 Canada,USD,598990.42
"Vehicular Components, Miscellaneous (5FB0A-13R011/001/HS)",PW-$$HS-619-60401,5FB0A-13R011,5FB0A-13R011/001/HS,Active,2012-05-04,2012-05-07,"N2590 - Vehicular Components, Miscellaneous",,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,General Kinetics Engineering Corporation 110 EAST DRIVE BRAMPTON Ontario L6T1C1 Canada,USD,75539.94
"Vehicular Components, Miscellaneous (5FB0A-12R689/001/HS)",PW-$$HS-619-60403,5FB0A-12R689,5FB0A-12R689/001/HS,Active,2012-05-04,2012-05-07,"N2590 - Vehicular Components, Miscellaneous",,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,General Kinetics Engineering Corporation 110 EAST DRIVE BRAMPTON Ontario L6T1C1 Canada,USD,75539.94
Tire Rebuilding and Tire and Tube Repair Materials (5FB0A-13J058/001/HS),PW-$$HS-619-60429,5FB0A-13J058,5FB0A-13J058/001/HS,Active,2012-05-09,2012-05-10,N2640 - Tire Rebuilding and Tire and Tube Repair Materials,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,Soucy Techno Inc. 2550 St. Roch Sud Sherbrooke Quebec J1N2R6 Canada,USD,38850.00
Vehicular Furniture and Accessories (5FB0A-13R127/001/HS),PW-$$HS-619-60681,5FB0A-13R127,5FB0A-13R127/001/HS,Active,2012-06-14,2012-06-15,N2540 - Vehicular Furniture and Accessories,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,General Kinetics Engineering Corporation 110 EAST DRIVE BRAMPTON Ontario L6T1C1 Canada,USD,75539.94
Tire Rebuilding and Tire and Tube Repair Materials (5FB0A-13J142/001/HS),PW-$$HS-619-60683,5FB0A-13J142,5FB0A-13J142/001/HS,Active,2012-06-14,2012-06-15,N2640 - Tire Rebuilding and Tire and Tube Repair Materials,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,Soucy Techno Inc. 2550 St. Roch Sud Sherbrooke Quebec J1N2R6 Canada,USD,97530.00
Tire Rebuilding and Tire and Tube Repair Materials (5FB0A-12S730/001/HS),PW-$$HS-620-59467,5FB0A-12S730,5FB0A-12S730/001/HS,Active,2012-02-27,2012-02-28,N2640 - Tire Rebuilding and Tire and Tube Repair Materials,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,AIRBOSS PRODUITS D'INGENIERIE INC. AIRBOSS ENGINEERED PRODUCTS INC. 881 LANDRY STREET ACTON VALE Quebec J0H1A0 Canada,USD,185000.00
Tire Rebuilding and Tire and Tube Repair Materials (5FB0A-12S790/001/HS),PW-$$HS-620-60168,5FB0A-12S790,5FB0A-12S790/001/HS,Active,2012-03-27,2012-03-28,N2640 - Tire Rebuilding and Tire and Tube Repair Materials,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,AIRBOSS PRODUITS D'INGENIERIE INC. AIRBOSS ENGINEERED PRODUCTS INC. 881 LANDRY STREET ACTON VALE Quebec J0H1A0 Canada,USD,399750.00
Tire Rebuilding and Tire and Tube Repair Materials (5FB0A-13S033/001/HS),PW-$$HS-620-60353,5FB0A-13S033,5FB0A-13S033/001/HS,Active,2012-04-26,2012-04-27,N2640 - Tire Rebuilding and Tire and Tube Repair Materials,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,AIRBOSS PRODUITS D'INGENIERIE INC. AIRBOSS ENGINEERED PRODUCTS INC. 881 LANDRY STREET ACTON VALE Quebec J0H1A0 Canada,USD,96562.37
Tire Rebuilding and Tire and Tube Repair Materials (5FB0A-13S083/001/HS),PW-$$HS-620-60565,5FB0A-13S083,5FB0A-13S083/001/HS,Active,2012-05-28,2012-05-29,N2640 - Tire Rebuilding and Tire and Tube Repair Materials,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,AIRBOSS PRODUITS D'INGENIERIE INC. AIRBOSS ENGINEERED PRODUCTS INC. 881 LANDRY STREET ACTON VALE Quebec J0H1A0 Canada,USD,638400.00
Collectors Items (5Z011-140359/001/HS),PW-$$HS-623-63079,5Z011-140359,5Z011-140359/001/HS,Active,2013-06-27,2013-07-12,N9915 - Collectors Items,,,LIBRARY AND ARCHIVES CANADA PLACE DE LA CITE 8TH FL. 550 DE LA CITE BLVD GATINEAU QC K1A0N4 CAN,Bonhams 101 Newbond Street London WIS1SR United Kingdom,GBP,447900.00
Airfield Specialized Trucks and Trailers (W8486-137928/001/HS),PW-$$HS-626-63749,W8486-137928/A,W8486-137928/001/HS,Active,2013-10-23,2013-10-23,N1740 - Airfield Specialized Trucks and Trailers,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,John Bean Technologies Corporation 7300 Presidents Drive Orlando Florida 32809 United States,USD,678000.00
Motor Vehicle Maintenance and Repair Shop Specialized Equipment (K8A21-130079/001/HS),PW-$$HS-632-63625,K8A21-130079/A,K8A21-130079/001/HS,Active,2013-10-05,2013-10-07,N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment,,,ENVIRONMENT CANADA AIR QUALITY RESEARCH 335 RIVER RD OTTAWA ON K1A0H3 CAN,"Dyne Systems, Inc. W209 N17391 Indusrial Drive Jackson Wisconsin 53037-9389 United States",USD,71043.10
AIRCRAFT TRACTOR (31184-126971/001/HS),PW-$$HS-637-61644,31184-126971/A,31184-126971/001/HS,Active,2013-02-27,2013-02-28,N1740 - Airfield Specialized Trucks and Trailers,,,NATIONAL RESEARCH COUNCIL CANADA BLDG M-22 MONTREAL RD OTTAWA ON K1A0R6 CAN,"EAGLE INDUSTRIAL TRUCK MANUFACTURING, L.L.C. 26111 Northline Road Taylor Michigan 48180 United States",USD,73100.00
"Materials Handling Equipment, Miscellaneous (23239-130186/001/HS)",PW-$$HS-637-62066,23239-130186/A,23239-130186/001/HS,Active,2013-01-29,2013-01-30,"N3990 - Materials Handling Equipment, Miscellaneous",,,NATURAL RESOURCES CANADA RM 237 615 BOOTH ST OTTAWA ON K1A0E4 CAN,Drumbeaters of America Inc. 215 West Nebraska St. Elburn Illinois 60119 United States,USD,146043.78
ACCOMODATIONS RIMPAC 2012 (W0133-12T003/001/LP),PW-$$LP-003-60532,W0133-12T003/C,W0133-12T003/001/LP,Active,2012-05-30,2012-05-31,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,Sheraton Princess Kaiulani Hotel 120 Kaiulani Avenue Honolulu Hawaii 96815-2943 United States,USD,376181.96
"ACCOMMODATIONS IN MARIETTA, GA (W8475-135209/001/LP)",PW-$$LP-003-60608,W8475-135209/A,W8475-135209/001/LP,Active,2012-06-20,2012-06-21,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Residence Inn By Marriott Atlanta Cumberland 2771 Cumberland Blvd SE Smyrna Georgia 30080 United States,USD,537846.00
Accommodations in Salina KS (W0134-13R016/001/LP),PW-$$LP-003-61409,W0134-13R016/A,W0134-13R016/001/LP,Active,2012-11-15,2012-11-16,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,Salina Fairfield Inn by Marriott 1740 West Crawford Street Salina Kansas 67401 United States,USD,139851.68
Accommodations Curacao NA (W0133-12F007/001/LP),PW-$$LP-003-61492,W0133-12F007/A,W0133-12F007/001/LP,Active,2012-11-15,2012-11-16,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,Hilton Curacao Resort John F Kennedy Boulevard Willemstad 2133 Netherlands Antilles,USD,43142.40
Extended Stay Accommodations Middletown DE (W8475-135220/001/LP),PW-$$LP-003-61640,W8475-135220/B,W8475-135220/001/LP,Active,2013-01-18,2013-01-21,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Homewood Suites 640 South College Ave Newark Delaware 19713 United States,USD,798298.56
"Vehicle Fleet Rental San Diego, CA (W0134-13R024/001/LP)",PW-$$LP-003-61795,W0134-13R024/A,W0134-13R024/001/LP,Active,2013-01-15,2013-01-16,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,"EAN Services, LLC 17210 South Main Street Gardena California 90248 United States",USD,61992.00
"Accommodations Sigonella, Sicily, IT (W0102-136957/001/LP)",PW-$$LP-003-62018,W0102-136957/A,W0102-136957/001/LP,Active,2013-02-12,2013-02-13,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE 14 WING GREENWOOD STN MAIN P.O.BOX 5000 GREENWOOD NS B0P1N0 CAN,NH Parco Degli Aragonesi Viale Kennedy Loc. La Playa Catania 95121 Italy,EUR,130171.00
"Accommodations Tampa Area, Florida (W0134-13R035/001/LP)",PW-$$LP-003-62037,W0134-13R035/A,W0134-13R035/001/LP,Active,2013-02-12,2013-02-13,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,MainSail 5108 Eisenhower Blvd Tampa Florida 33634 United States,USD,126694.40
"Accommodations Tampa Area, Florida (W0134-13R036/001/LP)",PW-$$LP-003-62039,W0134-13R036/A,W0134-13R036/001/LP,Active,2013-02-08,2013-02-11,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,Extended Stay America - Tampa Airport N. Westshore Blvd 1805 North Westshore Blvd Tampa Florida 33607 United States,USD,58850.15
"Hotels, Motels and Commercial Accommodation (W0133-13T016/001/LP)",PW-$$LP-003-62528,W0133-13T016,W0133-13T016/001/LP,Active,2013-04-03,2013-04-04,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Kellas Estate Kellas Nr Elgin Morayshire, Scotland IV36 2SR United Kingdom",GBP,9340.00
"Hotels, Motels and Commercial Accommodation (W0133-13T016/002/LP)",PW-$$LP-003-62531,W0133-13T016,W0133-13T016/002/LP,Active,2013-04-03,2013-04-04,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,Ramnee Hotel Victoria Road Forres Moray IV36 3BN United Kingdom,GBP,13188.00
"Hotels, Motels and Commercial Accommodation (W0133-13T016/003/LP)",PW-$$LP-003-62533,W0133-13T016,W0133-13T016/003/LP,Active,2013-04-03,2013-04-04,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Mayne Estate House Mayne Estate Elgin Moray, Scotland V30 8RS United Kingdom",GBP,3150.00
"Hotels, Motels and Commercial Accommodation (W0133-13T016/004/LP)",PW-$$LP-003-62534,W0133-13T016,W0133-13T016/004/LP,Active,2013-04-03,2013-04-04,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Stotfield Hotel Stotfiel Road Lossiemouth Moray, Scotland IV31 6QS United Kingdom",GBP,17850.00
"Hotels, Motels and Commercial Accommodation (W0133-13T016/006/LP)",PW-$$LP-003-62541,W0133-13T016,W0133-13T016/006/LP,Active,2013-04-04,2013-04-05,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Invernairne Guest House Thurlow Road, Nairn SCOTLAND IV12 4EZ United Kingdom",GBP,8550.00
"Hotels, Motels and Commercial Accommodation (W0133-13T016/005/LP)",PW-$$LP-003-62548,W0133-13T016,W0133-13T016/005/LP,Active,2013-04-05,2013-04-08,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Dowans Hotel Dowans Road Aberlour, Banffshire AB38 9LS United Kingdom",GBP,11304.00
"Hotels, Motels and Commercial Accommodation (W0133-13T016/007/LP)",PW-$$LP-003-62551,W0133-13T016,W0133-13T016/007/LP,Active,2013-04-05,2013-04-08,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Carisbrooke Hotel Drumduan Road Forres, Scotland IV36 1BS United Kingdom",GBP,7200.00
"Vehicle Fleet Rental China Lake, CA (W0134-14R007/001/LP)",PW-$$LP-003-63227,W0134-14R007/A,W0134-14R007/001/LP,Active,2013-08-24,2013-08-26,WR2310 - PASSENGER MOTOR VEHICLES - RENTAL,,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,"EAN Services, LLC 17210 South Main Street Gardena California 90248 United States",USD,26263.62
"ACCOMMODATIONS - SCOTLAND, UK (W0133-13T020/003/LP)",PW-$$LP-003-63362,W0133-13T020/A,W0133-13T020/003/LP,Active,2013-09-14,2013-09-16,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Mayne Estate House Mayne Estate Elgin Moray, Scotland V30 8RS United Kingdom",GBP,2590.00
"ACCOMMODATIONS - SCOTLAND, UK (W0133-13T020/002/LP)",PW-$$LP-003-63362,W0133-13T020/A,W0133-13T020/002/LP,Active,2013-09-14,2013-09-16,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Carisbrooke Hotel Drumduan Road Forres, Scotland IV36 1BS United Kingdom",GBP,14586.00
"ACCOMMODATIONS - SCOTLAND, UK (W0133-13T020/001/LP)",PW-$$LP-003-63362,W0133-13T020/A,W0133-13T020/001/LP,Active,2013-09-14,2013-09-16,"V502B - Hotels, Motels and Commercial Accommodation",,,DEPARTMENT OF NATIONAL DEFENCE BLDG 171 19 WING COMOX P.O.BOX 1000 STN MAIN LAZO BC V0R2K0 CAN,"Stotfield Hotel Stotfiel Road Lossiemouth Moray, Scotland IV31 6QS United Kingdom",GBP,21697.20
Fleet Vehicles Rental Miramar CA (W0134-14R018/001/LP),PW-$$LP-003-63984,W0134-14R018/A,W0134-14R018/001/LP,Active,2013-12-19,2013-12-19,V202A - Passenger Service,,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 6550 STN FORCES COLD LAKE AB T9M2C6 CAN,The Hertz Corporation 8014 Miramar Rd. Miramar (San Diego) California 92126 United States,USD,24089.79
Fleet Vehicles Rental San Diego & Yuma (W8484-148090/001/LP),PW-$$LP-003-64028,W8484-148090/A,W8484-148090/001/LP,Active,2013-12-24,2013-12-24,V202A - Passenger Service,,,DEPARTMENT OF NATIONAL DEFENCE 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"Enterprise Leasing Company of Phoenix, LLC. 1444 West Auto Drive Tempe Arizona 85184 United States",USD,134242.26
Fire Control Directors (W8482-132479/001/ML),PW-$$ML-002-23892,W8482-132479/A,W8482-132479/001/ML,Active,2013-07-18,2013-07-18,N1210 - Fire Control Directors,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,CONTROL TECHNOLOGY CO. INC. 116-15 15TH AVENUE COLLEGE POINT New York 11356 United States,USD,2395000.00
"Gas Turbine Overhaul Services, Marine (W8482-128428/001/ML)",PW-$$ML-005-23392,W8482-128428/A,W8482-128428/001/ML,Active,2012-12-06,2012-12-07,"JX2835A - Gas Turbine Overhaul Services, Marine",,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"Rolls Wood Group (Repair & Overhauls) Ltd Wellheads Industrial Centre Dyce, Aberdeen Scotland AB21 7GA United Kingdom",GBP,9423886.41
Diesel Engines and Components (W8482-134331/001/ML),PW-$$ML-005-23703,W8482-134331/A,W8482-134331/001/ML,Active,2013-04-16,2013-04-17,N2815 - Diesel Engines and Components,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Parker Hannifin Corp. (Hydraulic Filter Division) 5177 Richmond Avenue Suite 1145 Houston Texas 77056 United States,USD,400000.00
Diesel Engines and Components (W8482-145350/001/ML),PW-$$ML-005-23966,W8482-145350,W8482-145350/001/ML,Active,2013-08-16,2013-08-16,N2815 - Diesel Engines and Components,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Allteko Ltd. 1 McNaught Place St Mary's Street Worcester WR1 1HA United Kingdom,GBP,39300.20
Sewage Treatment Equipment (W8472-145531/002/ML),PW-$$ML-005-24095,W8472-145531/A,W8472-145531/002/ML,Active,2013-10-31,2013-10-31,N4630 - Sewage Treatment Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM CAP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,R.V. Marine Srl Via Ippolito D'Aste 3/4 Genova 16121 Italy,EUR,170000.00
Ship and Marine Miscellaneous Equipment (5FUSA-12H085/001/ML),PW-$$ML-016-22516,5FUSA-12H085,5FUSA-12H085/001/ML,Active,2012-02-21,2012-02-28,N2090 - Ship and Marine Miscellaneous Equipment,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,General Donlee Limited 9 Fenmar Drive Toronto Ontario M9L1L5 Canada,USD,257136.00
Marine Life Saving and Diving Equipment (W8472-125453/001/ML),PW-$$ML-016-22665,W8472-125453,W8472-125453/001/ML,Active,2012-03-23,2012-04-13,N4220 - Marine Life Saving and Diving Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM CAP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,AURORA ROV SYSTEMS LTD. 14 Cavalier Dr. Lower Sackville Nova Scotia B4C3K3 Canada,USD,1662562.92
Ship and Marine Miscellaneous Equipment (5FB0A-13R007/001/ML),PW-$$ML-016-22671,5FB0A-13R007,5FB0A-13R007/001/ML,Active,2012-04-02,2012-04-17,N2090 - Ship and Marine Miscellaneous Equipment,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,Rolls-Royce Canada Limited 461 Windmill Road Dartmouth Nova Scotia B3A1J9 Canada,USD,561207.00
Ship and Marine Miscellaneous Equipment (W7707-135576/001/ML),PW-$$ML-016-22799,W7707-135576,W7707-135576/001/ML,Active,2012-05-22,2012-05-23,N2090 - Ship and Marine Miscellaneous Equipment,,,DEPARTMENT OF NATIONAL DEFENCE P.O.BOX 1012 DARTMOUTH NS B2Y3Z7 CAN,SeaRobotics Corporation 7721 SW Ellipse Way Stuart Florida 34997 United States,USD,16093.55
Ship and Marine Miscellaneous Equipment (5FUSA-13W007/001/ML),PW-$$ML-016-22805,5FUSA-13W007,5FUSA-13W007/001/ML,Active,2012-05-24,2012-05-25,N2090 - Ship and Marine Miscellaneous Equipment,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,Indal Technologies Inc. 3570 Hawkestone Road Mississauga Ontario L5C2V8 Canada,USD,606312.00
Ship and Marine Miscellaneous Equipment (5FB0A-13R251/001/ML),PW-$$ML-016-23119,5FB0A-13R251,5FB0A-13R251/001/ML,Active,2012-08-29,2012-08-30,N2090 - Ship and Marine Miscellaneous Equipment,,,CANADIAN COMMERCIAL CORPORATION 11TH FL. 50 O CONNOR ST OTTAWA ON K1A0S6 CAN,Rolls-Royce Canada Limited 461 Windmill Road Dartmouth Nova Scotia B3A1J9 Canada,USD,496647.00
SeaBotix VLBV950 Remotely Operated Vehicle components. (W8482-134871/001/ML),PW-$$ML-016-23635,W8482-134871/A,W8482-134871/001/ML,Active,2013-04-08,2013-04-09,N4220 - Marine Life Saving and Diving Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,AURORA ROV SYSTEMS LTD. 19 Herring Cove Wharf Lane Herring Cove Nova Scotia B3V1H2 Canada,USD,137917.75
Underwater Sound Equipment (W8482-133361/001/ML),PW-$$ML-016-23658,W8482-133361/A,W8482-133361/001/ML,Active,2013-03-26,2013-03-27,N5845 - Underwater Sound Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"Klein Associates, Inc. Klein Associates Inc. 11 Klein Drive Salem New Hampshire 03079 United States",USD,395500.00
COMPRESSED AIR FOAM FIRE FIGHTING SYSTEM (W8483-117062/001/ML),PW-$$ML-025-21375,W8483-117062/A,W8483-117062/001/ML,Active,2011-11-26,2013-07-25,N4210 - Fire Fighting Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR OTTAWA ON K1A0K2 CAN,"SFS FIRE SERVICES LTD T/A CHUBB FIRE MECHANICAL CHUBB FIRE MECHANICAL SEFTON LODGE CLEWER HILL ROAD WINDSOR, BERKSHIRE SL44FT United Kingdom",GBP,85200.00
Ship and Marine Miscellaneous Equipment (W8482-146012/001/ML),PW-$$ML-029-24189,W8482-146012/A,W8482-146012/001/ML,Active,2013-12-20,2013-12-20,N2090 - Ship and Marine Miscellaneous Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,"DiagnoSYS Systems, Inc. First Floor 5 Lan Drive Westford Massachusetts 01886 United States",USD,97258.95
Ship and Marine Miscellaneous Equipment (W8482-116877/001/ML),PW-$$ML-034-22793,W8482-116877/B,W8482-116877/001/ML,Active,2012-05-17,2012-05-18,N2090 - Ship and Marine Miscellaneous Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Wood Group Pratt & Whitney 1460 BLUE HILLS AVENUE BLOOMFIELD Connecticut 06002 United States,USD,2000000.00
Ship and Marine Miscellaneous Equipment (F7047-130017/001/ML),PW-$$ML-035-23829,F7047-130017/A,F7047-130017/001/ML,Active,2013-06-17,2013-06-18,N2090 - Ship and Marine Miscellaneous Equipment,,,FISHERIES AND OCEANS CANADA INTEGRATED TECHNICAL SERVICES 200 KENT ST - STN 7S036 OTTAWA ON K1A0E6 CAN,"United Marine Communications of Florida, Inc. 1241 West Newport Center Drive Deerfield Beach Florida 33442 United States",USD,154595.65
Ship and Marine Miscellaneous Equipment - Repair (W8482-133214/001/ML),PW-$$ML-035-24126,W8482-133214/A,W8482-133214/001/ML,Active,2013-11-20,2013-11-20,JX2090 - Ship and Marine Miscellaneous Equipment - Repair,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Lockheed Martin Sippican Inc PO BOX 861 7 BARNABAS RD MARION Massachusetts 027381499 United States,USD,1700000.00
"ADP Central Processing Unit (CPU, Computer) Digital (W8482-145981/001/ML)",PW-$$ML-035-24212,W8482-145981/B,W8482-145981/001/ML,Active,2014-01-14,2014-01-14,"N7021 - ADP Central Processing Unit (CPU, Computer) Digital",,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,DOT HILL SYSTEMS CORP. 1351 S. Sunset Street Longmont Colorado 80501 United States,USD,107250.00
Motor Vehicle Maintenance and Repair Shop Specialized Equipment (W8482-134378/001/ML),PW-$$ML-040-23952,W8482-134378/A,W8482-134378/001/ML,Active,2013-08-10,2013-08-12,N4910 - Motor Vehicle Maintenance and Repair Shop Specialized Equipment,,,DEPARTMENT OF NATIONAL DEFENCE ATTN DGMEPM NP - DMARP 101 COLONEL BY DR. OTTAWA ON K1A0K2 CAN,Windrock Inc. 1832 Midpark Road Suite 102 Knoxville Tennessee 37921 United States,USD,210000.00
